,Text,text_modified
90,"It was good i liked many parts of it such as the story and it was enjoyable I liked how Goku and Vageta were not the the main leads for once, and that was a very, nice change because Picolo and Gohan are my most favourite charecters. I have seen people call this movie Bio Broly 2 a statement i havily disagree with, as although it was worse than Dragon Ball Super Broly it doesn't mean that the movie is bad and its a pretty good movie but its nowhere even close to Bio Broly 2 levels of bad universes away infact.In conclusion this is a very enjoyabled movie that was very needed for Dragon Ball as a whole as Super lately turned in to just a Goku and vegeta show so giveing other charecters such as Picolo, Gohan, Goten and Trunks and pan was very needed and I am exited to see what the story does to the charecters moveing forward.",good liked many parts story enjoyable liked goku vageta main leads nice change picolo gohan favourite charecters seen people call movie bio broly statement havily disagree although worse dragon ball super broly doesnt mean movie bad pretty good movie nowhere even close bio broly levels bad universes away infactin conclusion enjoyabled movie needed dragon ball whole super lately turned goku vegeta show giveing charecters picolo gohan goten trunks pan needed exited see story charecters moveing forward
91,"Story is disappointing, and fights are not convincing at all...and the famous transformation...just giving a similarity look to Gohan with slightly longer hair so that the body/hair ratio fits the look when he destroyed cell as a kid...Note: i am a huge fan of the cell dbz fight but this movie is really bad...",story disappointing fights convincing alland famous transformationjust giving similarity look gohan slightly longer hair bodyhair ratio fits look destroyed cell kidnote huge fan cell dbz fight movie really bad
92,"This movie is (in my opinion) the best move i've ever seen. The dive into 3-D was amazing, the plot was great, the comedy was amazing, piccolo's relationship with pan, bringing characters who died down into the spotlight again. This movie overall is goated 10 outta 10 would watch again.",movie opinion best move ive ever seen dive amazing plot great comedy amazing piccolos relationship pan bringing characters died spotlight movie overall goated outta would watch
93,"As a lifetime fan of Dragonball, my opinion is that Dragonball Super has been a two man show for far too long. While the tournament of power saga brought some upgrades to the other classic Z fighters, it was merely served as a side dish, while continuing to paint Goku and Vegeta as the irreplacable saviors of their universe. This movie changes it, and I say it's a good thing. While not being nearly as good as the Broly movie, it's still a great spectacle in its own rights. I like how they explored the relationship between a master and a student (Piccolo -> Gohan), and used the feeling of nostalgia for the good ol' DBZ days. I enjoyed it quite much. I guess You could call it ""Fanservice - the movie"", but it's not necessarily a bad thing. It's good to bring back to life some great, but nowadays mostly unused characters. Especially such badasses. It's a long time coming for someone else to shine.The humor was pretty good, fight sequences looked quite awesome, although the new CGI style takes some getting used to. At the risk of not sounding original - I liked 2d better. The story was, your run of the mill revenge for destroying my fathers legacy/world domination plot, but as I wrote before, I loved the Piccolo -> Gohan (Master/Student) in this. Overall, while being predictable, the way the story enfolds was enjoyable.SPOILER WARNING!It's a shame though, what they did to my boy Cell. He was a great villain once, and here he's just feral. Not the sharp, calculated, elegant, sadistic, arrogant, sassy fellow he once was.",lifetime fan dragonball opinion dragonball super two man show far long tournament power saga brought upgrades classic z fighters merely served side dish continuing paint goku vegeta irreplacable saviors universe movie changes say good thing nearly good broly movie still great spectacle rights like explored relationship master student piccolo gohan used feeling nostalgia good ol dbz days enjoyed quite much guess could call fanservice movie necessarily bad thing good bring back life great nowadays mostly unused characters especially badasses long time coming someone else shinethe humor pretty good fight sequences looked quite awesome although new cgi style takes getting used risk sounding original liked better story run mill revenge destroying fathers legacyworld domination plot wrote loved piccolo gohan masterstudent overall predictable way story enfolds enjoyablespoiler warningits shame though boy cell great villain hes feral sharp calculated elegant sadistic arrogant sassy fellow
94,"Dragon Ball Super: Superhero is fantastically balanced in its comedy and action pieces.Firstly, the film is captained by Piccolo, which is a fantastic departure from the Goku heavy norm. Piccolo is often the straight-man to everyone else's antics, making him very likable in the position. Piccolo's key relationship with Gohan is a reliable narrative to long time fans, and by proxy we get insight in Piccolo's relationship with Pan as a proxy parent (Goku and Gohan aren't so different). Other familiar characters come and go without dragging on the plot. I also really enjoyed the characters of Gamma 1 and Gamma 2, and their interactions.I'd say the weakest bit of the film is with the setup. I'm not particularly against relying on a classic foe, but a lot of the antagonists moves are expanded on extremely heavily and probably could've been revealed in a different sequence without bouncing the pace. I do think that the final opponent is fairly ""meh"" being a half-baked repeat.Being entirely 3D, it holds itself up fairly well. I think avoiding bouncing from 2D/Partial 3D and just maintaining 3D lets Dragon Ball pop out in a way it hasn't before.",dragon ball super superhero fantastically balanced comedy action piecesfirstly film captained piccolo fantastic departure goku heavy norm piccolo often straightman everyone elses antics making likable position piccolos key relationship gohan reliable narrative long time fans proxy get insight piccolos relationship pan proxy parent goku gohan arent different familiar characters come go without dragging plot also really enjoyed characters gamma gamma interactionsid say weakest bit film setup im particularly relying classic foe lot antagonists moves expanded extremely heavily probably couldve revealed different sequence without bouncing pace think final opponent fairly meh halfbaked repeatbeing entirely holds fairly well think avoiding bouncing dpartial maintaining lets dragon ball pop way hasnt
95,"This movie was incredible! It nails every thing into was meant to do, from Gohans redemption, to engaging villains, all the way to Pans training. The animation is at its best, phenomenal and was very consistent throughout the movie. I don't have any major problems with it. Comedy was really funny, and Goku & Vegetas training is just as interesting as ever. This is Dragon Ball in every single way. Definitely recommend this, the future of Dragon Ball is bright.",movie incredible nails every thing meant gohans redemption engaging villains way pans training animation best phenomenal consistent throughout movie dont major problems comedy really funny goku vegetas training interesting ever dragon ball every single way definitely recommend future dragon ball bright
96,"After the success of DBS BROLY, my expectations for this movie was much higher. Unfortunately the result was far inferior.This movie is clearly an experiment to bring Dragon Ball to the 3D realm and while it is not as bad as many other projects from TOEI Animation, it is still bland and uncreative. The fight scenes do not even come close to the impact felt from the battles in DBS Broly from masterful animators like Yuya Takahashi, Naotoshi Shida and Chikashi Kubota. This aspect is fully felt in the final act when even the biggest hits from one of the main villains feel weightless without any impact frames.The best part of DBS Super hero comes from their slice of life moments, Pan's interactions with Piccolo and them just navigating everyday life. Those moments had me more interested than the actual fights which were void of tension and build up. Also, Gohan fans will get a little bit of satisfaction from this temporary boost he gets, though I doubt it will amount to anything relevant in the series.Not to mention every Dragon Ball fan knew where things were headed since the story is basically a retelling of the Cell Arc. It sounds mean to say but in a way the inferior box office earning of this movie compared to DBS BROLY might act as a lesson for TOEI Animation to not go into this direction ever again.It is a slightly above average film that is only garnering the attention it is due to the value of the franchise. Dragon Ball deserves far better than this. Dragon Ball MJUST return to its 2D roots, just look at the success of A Dragonball Tale, a fan made content which far surpasses anything we have seen in this movie.",success dbs broly expectations movie much higher unfortunately result far inferiorthis movie clearly experiment bring dragon ball realm bad many projects toei animation still bland uncreative fight scenes even come close impact felt battles dbs broly masterful animators like yuya takahashi naotoshi shida chikashi kubota aspect fully felt final act even biggest hits one main villains feel weightless without impact framesthe best part dbs super hero comes slice life moments pans interactions piccolo navigating everyday life moments interested actual fights void tension build also gohan fans get little bit satisfaction temporary boost gets though doubt amount anything relevant seriesnot mention every dragon ball fan knew things headed since story basically retelling cell arc sounds mean say way inferior box office earning movie compared dbs broly might act lesson toei animation go direction ever againit slightly average film garnering attention due value franchise dragon ball deserves far better dragon ball mjust return roots look success dragonball tale fan made content far surpasses anything seen movie
97,"The movie decent. The parts with Pan and Piccolo were fun and the animation was good for what it is.In general the movie struggled with making the stakes feel real. There's never a point in time when the characters actually felt at all concerned about what might happen. Also, they mention making lots of Androids and just never do?? It never comes up again, they put the gun in and never fired that one.The other big issue is that there was 0 lead up for Gohan getting a new form. Tbh the way they did that felt like a dollar store knock off of the original SS2 transformation.The 2 main Androids were decent. They were fun and I enjoyed the time spent with them. But they never felt like real threats.Cell Max was the worst. Cell was amazing in Z. He was this threatening, creepy force up until his perfect form. Then he was this almost charismatic and menacing murder machine. It was great. Then we get Cell Max. The worst of the forms, but big and red and MINDLESS. None of the sheer menace that Cell had in Z.Everything on Beerus' planet felt weird as hell and took up a bunch of screen time just to give us a good fight and some weird comedy moments to explain why they were unavailable.Ultimately, fine movie probably won't ever watch it again but didn't outright hate it.",movie decent parts pan piccolo fun animation good isin general movie struggled making stakes feel real theres never point time characters actually felt concerned might happen also mention making lots androids never never comes put gun never fired onethe big issue lead gohan getting new form tbh way felt like dollar store knock original ss transformationthe main androids decent fun enjoyed time spent never felt like real threatscell max worst cell amazing z threatening creepy force perfect form almost charismatic menacing murder machine great get cell max worst forms big red mindless none sheer menace cell zeverything beerus planet felt weird hell took bunch screen time give us good fight weird comedy moments explain unavailableultimately fine movie probably wont ever watch didnt outright hate
98,Dragon Ball Z Super Hero Gives Fans Want They Want and General Audiences A Damn Good Time At The Movies While at First I Was Skeptical It was Going With 3d Animation But While Watching It was Easy On The Eyes and Saw It Blended In Well And If This is The Direction Anime Wants To Incorporate 3d Animation I'm all here for it With Great Fight Scenes And Characters. Although If Your Looking For Goku Or Vegeta To Have A Big Role You Won't Find it Here Since it's not the Focus But the Movie Still Delivers and I'm Excited To See Where The Franchise Goes Next................................................................................................................................................................................................. ...... ..............................................................................................................................................................................................................................................................,dragon ball z super hero gives fans want want general audiences damn good time movies first skeptical going animation watching easy eyes saw blended well direction anime wants incorporate animation im great fight scenes characters although looking goku vegeta big role wont find since focus movie still delivers im excited see franchise goes next
99,"Super Hero carries on the tradition of amazing DB movies, it combines the best elements from the series, from the fast paced action to the subtle comedy, not to mention the incredible visuals that are worth being seen on the big screen. It also has a touch of heart and development for important characters that fans wanted to see for so long, alongside interesting villains.Overall this is a movie that will please both long time fans and newer ones, its a movie that anyone that likes action, comedy and of course, beautiful animation deserves to see it!",super hero carries tradition amazing db movies combines best elements series fast paced action subtle comedy mention incredible visuals worth seen big screen also touch heart development important characters fans wanted see long alongside interesting villainsoverall movie please long time fans newer ones movie anyone likes action comedy course beautiful animation deserves see
100,"To be clear I am not a diehard Anime fan, nor am I familiar with the DragonBall series. This was an exciting action cartoon geared at twenty-somethings. I liked the action and the characters. It was very funny at times. The animation was simple, but good. It was visually interesting throughout. My son is a Dragonball fan and he loved this movie. The fight choreography was pretty sophisticated for an animated film and I really did admire that. I know this is part of a well know Anime series, but I do t know where the story falls in relation to the rest. Regardless, I did not feel lost for not having prior knowledge of the story, or the characters. The film did make me curious enough to check in on other Dragon Ball properties in the future. I think fans will give more stars.",clear diehard anime fan familiar dragonball series exciting action cartoon geared twentysomethings liked action characters funny times animation simple good visually interesting throughout son dragonball fan loved movie fight choreography pretty sophisticated animated film really admire know part well know anime series know story falls relation rest regardless feel lost prior knowledge story characters film make curious enough check dragon ball properties future think fans give stars
101,"I don't know how these so called dragon ball fans say this movie is epic, clearly they don't know anything about it,..yh I get it 2022 CGI all that but honestly this was complete rubbish honestly, been a fan for 30 years and seen every single dragon ball series and films,, but 3D doesn't suit dragon at all and the story line is dreadful and lack of main characters...should just have been gohan vs cell rematch like the old days films 40mins long. Shocking 1star.",dont know called dragon ball fans say movie epic clearly dont know anything ityh get cgi honestly complete rubbish honestly fan years seen every single dragon ball series films doesnt suit dragon story line dreadful lack main charactersshould gohan vs cell rematch like old days films mins long shocking star
102,"Fighting Is epic Honestly Crazy Bro This is the BEST I want to keep the 2D tho And PLEASE Release The action figures also we need a new series NOW On My YouTube Channel -Superfun143 Fuego- I Like Animating movies to my little ol thing So this movie is going to help me out a lot. There Is Something I really like about this movie and its the focus on background characters and they finally get there own thing , there own time to rise and the main character doesn't steal the spotlight Goku Im looking at you YEAH U, U STOLE THE SPOTLIGHT FROM VEGETA WHEN HE WAS BEATING FRIEZA.",fighting epic honestly crazy bro best want keep tho please release action figures also need new series youtube channel superfun fuego like animating movies little ol thing movie going help lot something really like movie focus background characters finally get thing time rise main character doesnt steal spotlight goku im looking yeah u u stole spotlight vegeta beating frieza
103,"A lot of action, I didn't really like Dr. Hedo, but he's an ok character. Gohan didn't get very much screen time even though he was supposed to be the main character, Pan is annoying. Goku and Vegeta should've gotten more screen time but the fight was pretty nice. Broly was not needed, but gave a little charm. Mostly action I liked it. Recommended.",lot action didnt really like dr hedo hes ok character gohan didnt get much screen time even though supposed main character pan annoying goku vegeta shouldve gotten screen time fight pretty nice broly needed gave little charm mostly action liked recommended
104,"Set in the stage for the aliens and androids that do best all the fighting in the anime world, giving them first place when it comes to throwing fists su opponents against even their own odds coming out on top of rather forming an alliance in such a dramatic way, this super hero faction is coming out with something new seeing how Gohan brought about the new do called and refered to as the ultra instinct the final or height of a Saiyan might, wow he's really amazing when it comes down to family and the fact that this movie was made to bring out Gohan was genius as to resurrect the heroes who do many thought have fallen. This is just the beginning of a new beginning.",set stage aliens androids best fighting anime world giving first place comes throwing fists su opponents even odds coming top rather forming alliance dramatic way super hero faction coming something new seeing gohan brought new called refered ultra instinct final height saiyan might wow hes really amazing comes family fact movie made bring gohan genius resurrect heroes many thought fallen beginning new beginning
105,"I was worried about the movie being 3d, but I'm glad it was this movie it had to be 3d, the look of the movie, the camera angles are amazing, fantastic character development. This movie gave me everything I ever wanted to see in Dragon Ball, Picollo is my favorite character in the saga, I love Gohan and it has my favorite villain too so this movie is a dream in addition to other little surprises I always wanted to see I loved the movie. This is the best movie in the entire Dragon Ball saga, surpassing the incredible Dragon Ball Super: Broly. 10/10.",worried movie im glad movie look movie camera angles amazing fantastic character development movie gave everything ever wanted see dragon ball picollo favorite character saga love gohan favorite villain movie dream addition little surprises always wanted see loved movie best movie entire dragon ball saga surpassing incredible dragon ball super broly
106,"Aside from DB Evolution, this has got to be the worst DB movie ever. The animation mixed with 3D looks cheap and poorly made. There is no story! This is like a DB Heroes 8 min episode turned into a movie. Made just about the cheap transformations. I'm so sad this movie happened because DB is my favorite anime. I grew up with it. Most DB movies/shows have at least some sort of humor to it and make you laugh. This one does not. It's just bad and makes no sense. Pretty sure is just for kids and this younger generation who consumes just about anything.Overall I give this a rating of the worst DB movie ever and whomever okay'd this should be ashamed of themselves.",aside db evolution got worst db movie ever animation mixed looks cheap poorly made story like db heroes min episode turned movie made cheap transformations im sad movie happened db favorite anime grew db moviesshows least sort humor make laugh one bad makes sense pretty sure kids younger generation consumes anythingoverall give rating worst db movie ever whomever okayd ashamed
107,"I really don't understand people these days . Giving this movie a 3 or 4 out of 10 just because their little expectations of being better than Broly weren't met . GTFO this movie was amazing . It was a breath of fresh air , loved the interactions between the characters , loved the dialogue. For any piccolo or Gohan fans this movie is for you . I personally loved this new style animation ( Brolys 2d animation was better) but in saying that there were no moments that I felt I was taken out of the movie, if anything this style animation could just get better and better in the future . Can't wait to see what dragon ball has in store for us next .",really dont understand people days giving movie little expectations better broly werent met gtfo movie amazing breath fresh air loved interactions characters loved dialogue piccolo gohan fans movie personally loved new style animation brolys animation better saying moments felt taken movie anything style animation could get better better future cant wait see dragon ball store us next
108,"Somehow every time they make a new Dragon Ball movie, it's better than the last one. That didn't used to be the case. A lot of those old Dragon Ball movies basically exist as cheap ways to remix the current story arc. Instead of fighting Frieza, Goku has to fight his BROTHER, Cooler! Totally different! And worse, somehow.These new movies seem to be doing the most interesting stuff with the Dragon Ball franchise, raising questions and poking at old lore in ways that really stoke the fires in an older fan like me. Hero is pretty up front in asking the question: ""Do we really need Goku to do this stuff?""And, well, the answer is no. We don't. Everybody else is capable enough without Goku having to be the one to do all the work. The movie establishes early on that Goku and Vegeta are somewhere else and can't be contacted, so the rest of the story is about the second-stringers figuring out what to do when their ""win button"" isn't available anymore. It's legitimately great.The animation is spectacular. I've never been a fan of cel-shaded CG before, but it looks absolutely gorgeous here. I think it's because they also mix in traditional animation with it, so you can't always tell what's the CG and what's hand-animated. But it all has so much detail, and so many little flourishes, like the way hair bounces or clothing flows as characters move. It's next level stuff.And the writing is, as always, pretty spot-on. These characters really drive home the vibe of all being old friends, with effortlessly natural performances and genuinely funny dialog. It's always wild to think of those early Funimation dubs on TV and how far we've come since those days.I just wish the actual story itself was a little stronger. The whole framework of this movie is reminding us that Gohan and Piccolo are still cool. While we get a lot of time to see Piccolo develop, I would have liked to see Gohan take more time transitioning from bookworm back to one of the strongest fighters on earth.But don't let that detract too much from how cool this movie is. It's Dragon Ball, and at its heart, Dragon Ball has always been about coming up with an excuse to have characters fight. Compared to the limp fights in Battle of Gods and the hyperactive incoherency of Broly, Hero's fights are big, impactful, and easy to follow. More importantly, they come down to more than just ""do the kamehameha again, but stronger this time.""I wish the rest of the Dragon Ball franchise was this bold, interesting, and compact about its story arcs. Every time we get one of these new movies I feel like they go out of their way to show me a new side of these characters,and that's what really matters more than anything. Hero hits almost (but not quite) every bullseye you could ask for.",somehow every time make new dragon ball movie better last one didnt used case lot old dragon ball movies basically exist cheap ways remix current story arc instead fighting frieza goku fight brother cooler totally different worse somehowthese new movies seem interesting stuff dragon ball franchise raising questions poking old lore ways really stoke fires older fan like hero pretty front asking question really need goku stuffand well answer dont everybody else capable enough without goku one work movie establishes early goku vegeta somewhere else cant contacted rest story secondstringers figuring win button isnt available anymore legitimately greatthe animation spectacular ive never fan celshaded cg looks absolutely gorgeous think also mix traditional animation cant always tell whats cg whats handanimated much detail many little flourishes like way hair bounces clothing flows characters move next level stuffand writing always pretty spoton characters really drive home vibe old friends effortlessly natural performances genuinely funny dialog always wild think early funimation dubs tv far weve come since daysi wish actual story little stronger whole framework movie reminding us gohan piccolo still cool get lot time see piccolo develop would liked see gohan take time transitioning bookworm back one strongest fighters earthbut dont let detract much cool movie dragon ball heart dragon ball always coming excuse characters fight compared limp fights battle gods hyperactive incoherency broly heros fights big impactful easy follow importantly come kamehameha stronger timei wish rest dragon ball franchise bold interesting compact story arcs every time get one new movies feel like go way show new side charactersand thats really matters anything hero hits almost quite every bullseye could ask
109,"By now, as used to as we are as things like the constant transformations in the series, or characters like Vegeta, Gohan, Goten, Trunks, Beerus, Whis, Mr. Satan, Videl, Pan, etc. Let's not forget where the whole series started? Before DragonBall Z, DragonBall G. T. And DragonBall Super, there was just DragonBall. The beginning of the storyline to this series did not start with the arrival of Raditz. Before all this, there were 153 episodes of DragonBall. The characters I mentioned above were not in the series, however we get to know most of the other characters we know through the rest of the series, along with characters we stop seeing, like Launch in DragonBall. I'm sure most of us would want to see Launch again, even for a cameo. DragonBall was not about Saiyans and Super Saiyan Transformations, along with Goku and Piccolo's planets they originated from Vegeta and Namek. Some of us even prefer DragonBall to DragonBall Z. But, most of us that have watched the series whatever our favorite, could at least point out things DragonBall did better than the other series? We know the Red Ribbon Army not long after DragonBall starts, but not Dr. Gero instead Dr. Flappe. The RR Army was a very interesting organization For Real! There are even a couple of RR Army Songs. That saga was interesting, and there's interesting storylines including in the General Blue Saga. General Blue who is a member of the RR Army, there's a storyline of finding a hidden Pirate Cave with Pirate Treasure. That's a storyline we're not used to seeing in the DragonBall series, and to me conveys a strong storyline, besides knowing the whole series for battle. We also know Piccolo in DragonBall even before Vegeta, and while Piccolo is mostly seen as a good guy from DragonBall Z and a mentor now, it makes him more interesting how he started evil, and his fight was incredible. Anyway, why am I saying this? A line Piccolo says in the movie is something, like ""Do Your Research."" While people that have seen the series notice plot holes and things that seem forgotten, this movie took us back to earlier things we remember from DragonBall and DragonBall Z. Piccolo is a character we like and a lot of us want to see him more in action. A lot of us feel like he's now underused. How this remembers things from earlier in the series, you even see Piccolo do a move you only really see him use once in DragonBall and maybe one of the other movies. You're surprised to not see him use it after DragonBall, but I won't say what the move is? Piccolo also seems to be the Piccolo we remember and like! Gohan gets time to shine too. If you saw the trailer, you might have noticed there's spotlight on Piccolo and Gohan, when a lot of us feel like there's too much spotlight on Goku and Vegeta. Though, now Gohan seems like a nerd. In the movie, he reminded me of Stu Pickles from Rugrats, even a somewhat similar hairstyle. It's still cool to see him in action! The movie was entertaining, and it's nice to hear about the RR Army again. But, none of us would think Cell Max is better than Cell from D. B. Z. Also, Broly in Dragon Ball Super, now voiced by Johnny Yong Bosch, that played Adam the Black Ranger in Mighty Morphin Power Rangers after Zack. Broly looks better in the original D. B. Z. Movies than he does now. While there are some cool special effects, a lot of us prefer the original animation from the show. The movie was entertaining, but I didn't think it was quite as entertaining as a lot of DragonBall Z. The episodes I mentioned above, like the RR Army Pirate Treasure storyline, or fight with Piccolo in DragonBall might also seem more entertaining to you than movie. You get tired of some of these new things and transformations. I maybe should have talked more about the movie, but I'm saying a thing the movie did right was remind us of what happened earlier in the DragonBall series, where I can remind you where this whole series came from?",used things like constant transformations series characters like vegeta gohan goten trunks beerus whis mr satan videl pan etc lets forget whole series started dragonball z dragonball g dragonball super dragonball beginning storyline series start arrival raditz episodes dragonball characters mentioned series however get know characters know rest series along characters stop seeing like launch dragonball im sure us would want see launch even cameo dragonball saiyans super saiyan transformations along goku piccolos planets originated vegeta namek us even prefer dragonball dragonball z us watched series whatever favorite could least point things dragonball better series know red ribbon army long dragonball starts dr gero instead dr flappe rr army interesting organization real even couple rr army songs saga interesting theres interesting storylines including general blue saga general blue member rr army theres storyline finding hidden pirate cave pirate treasure thats storyline used seeing dragonball series conveys strong storyline besides knowing whole series battle also know piccolo dragonball even vegeta piccolo mostly seen good guy dragonball z mentor makes interesting started evil fight incredible anyway saying line piccolo says movie something like research people seen series notice plot holes things seem forgotten movie took us back earlier things remember dragonball dragonball z piccolo character like lot us want see action lot us feel like hes underused remembers things earlier series even see piccolo move really see use dragonball maybe one movies youre surprised see use dragonball wont say move piccolo also seems piccolo remember like gohan gets time shine saw trailer might noticed theres spotlight piccolo gohan lot us feel like theres much spotlight goku vegeta though gohan seems like nerd movie reminded stu pickles rugrats even somewhat similar hairstyle still cool see action movie entertaining nice hear rr army none us would think cell max better cell b z also broly dragon ball super voiced johnny yong bosch played adam black ranger mighty morphin power rangers zack broly looks better original b z movies cool special effects lot us prefer original animation show movie entertaining didnt think quite entertaining lot dragonball z episodes mentioned like rr army pirate treasure storyline fight piccolo dragonball might also seem entertaining movie get tired new things transformations maybe talked movie im saying thing movie right remind us happened earlier dragonball series remind whole series came
110,"I have never, ever thought I'd be giving any Dragon Ball work a bad review, yet here I am. Why, WHY!! This film had so much potential. Cool new android design with actual personalities. Then gave us boring fight scenes. The inconsistencies in animation. Piccolo's new and atypical personality actual grew on me but it just didn't feel like Piccolo. New transformations just didn't have the emotional impact of others because of the bland, pointless and rushed plot. The continued disrespect of Goten. It's time for Goten to shine! Gohans story has already been destroyed, nobody wanted this, it's too late. Grey hair for Gohan after Goku's Grey hair in UI just didn't sit right with me. There was a scene that came off as foreshadowing with Broly continually grimicing while watching Goku and Vegata train but that went nowhere. Then we have Cell... CELL??? COME ON!! That mindless, non verbal abomination? Everything about this was wrong!!! The only thing they got right was Bulma! WHHYYY!!!!!",never ever thought id giving dragon ball work bad review yet film much potential cool new android design actual personalities gave us boring fight scenes inconsistencies animation piccolos new atypical personality actual grew didnt feel like piccolo new transformations didnt emotional impact others bland pointless rushed plot continued disrespect goten time goten shine gohans story already destroyed nobody wanted late grey hair gohan gokus grey hair ui didnt sit right scene came foreshadowing broly continually grimicing watching goku vegata train went nowhere cell cell come mindless non verbal abomination everything wrong thing got right bulma whhyyy
111,"Dragonball brought into the era of smartphones. The jokes come quicker, the characters are almost aware of the nonsensical elements of their universe. The main thrust of the story is Gohan reviving his fighting spirit so he can protect his loved ones. The movie tells this story well and despite my reservations found the CG to be pleasant to look at.Despite the spectacular fights this movie did something very disturbing with the characters, some of which fans have gotten to know and love over the last 30(!) years. The newer characters were not spared from this either. For the sake of comedy they have been reduced to their most annoying aspects: Bulma's vanity has turned into an addiction, Whis' aloofness has turned into reckless abandon, Beerus seemingly only cares about food and now - a romantic interest in a mortal (what the hell?).Even Gohan does not escape this flanderization. He actually says in response to Picollo telling him they must be ready for the next world-ending threat 'what's the chance of that happening?'. As if he has forgotten the last 3 crises, and how in each he had to re-learn the lesson of constant readiness.Ultimately the powerups at the end were not earned, but built on nostalgia and fan service. The movie was but if you really care about these characters and the journey they have been on, then you will feel like something was stolen from you and sold at the super saiyan garage sale.",dragonball brought era smartphones jokes come quicker characters almost aware nonsensical elements universe main thrust story gohan reviving fighting spirit protect loved ones movie tells story well despite reservations found cg pleasant look atdespite spectacular fights movie something disturbing characters fans gotten know love last years newer characters spared either sake comedy reduced annoying aspects bulmas vanity turned addiction whis aloofness turned reckless abandon beerus seemingly cares food romantic interest mortal helleven gohan escape flanderization actually says response picollo telling must ready next worldending threat whats chance happening forgotten last crises relearn lesson constant readinessultimately powerups end earned built nostalgia fan service movie really care characters journey feel like something stolen sold super saiyan garage sale
112,"So-so. The CG used didn't make me hot or cold so they might as well not have used it for me, and the story of the film is banal. Not a bad film but nothing memorable, definitely inferior to the Super Broly film.",soso cg used didnt make hot cold might well used story film banal bad film nothing memorable definitely inferior super broly film
113,"I didn't understand much of the movie. Who the characters were, how they got there. Why they were there.I thought the villain kid was too perfect.. Really smart, degrees, can make androids and a biology degree.Seems fictional.Then, the side characters and how they all came together I didn't understand well.Two main characters looked the same to me.Other side characters that were interesting didn't have a lot of screen time.It felt too superficial and I wish I got to know the other characters better.The world, atmosphere and characters were intriguing, but it was too much and to shallow without focusing enough on one character.Anyway, the ending was a bit cheesy.",didnt understand much movie characters got therei thought villain kid perfect really smart degrees make androids biology degreeseems fictionalthen side characters came together didnt understand welltwo main characters looked meother side characters interesting didnt lot screen timeit felt superficial wish got know characters betterthe world atmosphere characters intriguing much shallow without focusing enough one characteranyway ending bit cheesy
114,"The Hindi and English dubs were fantastic, even the Hindi dub took me back to nostalgia. It was a good time. (DRAGON BALL SUPER: SUPER HERO)
Now I'm waiting for DRAGON ball super new season. We should support anime movies to grow anime industry in India.This movie have a great story, good characters, best 3D animation and the most important thing put more focused on other members of Z-Fighters specially Piccolo (Toriyama's favourite character). Toriyama wanted to make Piccolo great again and also wanted to gave him a new form, in this movie he done it all and you all gonna like it. The best thing about this movie is that we don't have enough of Goku & Vegeta. We've seen enough of the greatest duo and we wanted to see others badly. This movie proved that DB seires has its existence even without Goku & Vegeta. Piccolo is main lead character also most focused character here. His relationship with Pan is nostalgic. He get the new form which known as ""Orange Piccolo"" and believe me it's one hell of a transformation. Gives same vibe as SuperSaiyan transformation. Movie have best humour, best music and best action.This movie introduced some new characters such as, Dr. Hedo (Grandson of Dr. Gero), Magento (President of New Red Ribbon Army), Gamma 1 & 2 (Two Super Androids). Also shown Dr. Gero's wife Vomi (who looks exactly like Android 21) & son Gevo (who inspired the design of Android 16). Although they appeared only in mention and their status shown deceased. Dr. Hedo shown good here nothing like his grandfather Dr. Gero and Gamma 2 is a real superhero and you're gonna love his performance.Overall the movie is watchable, a very good entertain. Fans gonna love this. If you aren't one you still gonna love this!Thank You. 🙏",hindi english dubs fantastic even hindi dub took back nostalgia good time dragon ball super super hero im waiting dragon ball super new season support anime movies grow anime industry indiathis movie great story good characters best animation important thing put focused members zfighters specially piccolo toriyamas favourite character toriyama wanted make piccolo great also wanted gave new form movie done gonna like best thing movie dont enough goku vegeta weve seen enough greatest duo wanted see others badly movie proved db seires existence even without goku vegeta piccolo main lead character also focused character relationship pan nostalgic get new form known orange piccolo believe one hell transformation gives vibe supersaiyan transformation movie best humour best music best actionthis movie introduced new characters dr hedo grandson dr gero magento president new red ribbon army gamma two super androids also shown dr geros wife vomi looks exactly like android son gevo inspired design android although appeared mention status shown deceased dr hedo shown good nothing like grandfather dr gero gamma real superhero youre gonna love performanceoverall movie watchable good entertain fans gonna love arent one still gonna love thisthank 🙏
